"[VC] End-to-End Delay FinalTask.Professor.app[0] ($time=2000, #0 - HTTP_Clients_7-0-20200824-13:16:04-25968)",
1.118924990821,1.07892499082099968
1.120371990821,1.040371990820999844
1.121818990821,1.001818990821000005
1.123265990821,0.963265990820999945
1.124712990821,0.924712990820999888
1.126159990821,0.886159990821000051
1.127606990821,0.847606990820999991
1.129053990821,0.809053990820999931
1.130500990821,0.770500990820999872
1.131947990821,0.731947990821000035
1.133394990821,0.693394990820999975
1.134841990821,0.654841990820999916
1.136288990821,0.616288990820999858
1.137735990821,0.57773599082100002
1.139182990821,0.539182990820999961
1.140629990821,0.500629990820999902
1.142076990821,0.462076990820999953
1.143523990821,0.423523990821000005
1.144970990821,0.384970990820999946
1.146417990821,0.346417990820999997
1.147864990821,0.307864990820999937
1.149311990821,0.26931199082099999
1.150758990821,0.230758990820999986
1.152205990821,0.192205990820999982
1.153652990821,0.153652990820999978
1.155099990821,0.115099990821000002
1.156546990821,0.076546990820999999
1.182334627271,0.062334627270999989
1.222334627271,0.062334627270999989
1.262334627271,0.062334627270999989
1.302334627271,0.062334627270999989
1.342334627271,0.062334627270999989
1.382334627271,0.062334627270999989
1.422334627271,0.062334627270999989
1.462334627271,0.062334627270999989
1.502334627271,0.062334627270999989
1.542334627271,0.062334627270999989
1.582334627271,0.062334627270999989
1.622334627271,0.062334627270999989
1.662334627271,0.062334627270999989
1.708040548566,0.068040548566000002
1.743896095195,0.063896095195000002
1.782334627271,0.062334627270999989
1.830962381554,0.070962381554000003
1.863130911862,0.063130911861999982
1.902334627271,0.062334627270999989
1.94766446506,0.067664465059999983
1.99130746506,0.071307465059999991
2.03495046506,0.074950465059999998
2.063214594363,0.063214594363000003
2.107485829151,0.067485829150999987
2.153405213779,0.073405213779
2.192527213779,0.072527213778999982
2.229267619987,0.069267619986999983
2.271403619987,0.071403619986999982
2.307673673318,0.067673673318000004
2.348812244792,0.068812244791999987
2.407525244792,0.087525244791999994
2.452675244792,0.092675244791999982
2.503853244792,0.103853244792000004
2.555031244792,0.115031244791999997
2.613744244792,0.133744244791999977
2.658894244792,0.138894244791999964
2.847209244792,0.167209244791999999
2.887838244792,0.16783824479199999
2.928467244792,0.16846724479199998
2.969096244792,0.169096244791999971
3.047400244792,0.167400244791999996
3.107620244792,0.147620244791999976
3.109067244792,0.109067244792
3.110514244792,0.070514244791999996
3.142615506892,0.062615506891999988
3.18420426596,0.064204265960000006
3.227408381554,0.067408381554000001
3.262334627271,0.062334627270999989
