"[VC] End-to-End Delay FinalTask.Student.app[0] ($time=2000, #0 - HTTP_Clients_6-0-20200824-12:10:31-21992)",
1.041326574542,1.001326574541999908
1.042227149084,0.962227149083999973
1.042727723626,0.922727723625999859
1.043328298168,0.883328298167999955
1.04426887271,0.844268872709999837
1.045089447252,0.805089447252000043
1.046010021794,0.766010021794000014
1.046390596336,0.726390596336
1.046791170878,0.686791170877999898
1.04773174542,0.647731745420000002
1.048112319962,0.608112319961999988
1.048672894504,0.568672894504000045
1.049273469046,0.52927346904599992
1.049934043588,0.489934043587999965
1.05043461813,0.450434618129999961
1.050935192672,0.410935192671999958
1.051655767214,0.371655767213999953
1.052616341756,0.332616341755999965
1.053116916298,0.293116916297999961
1.05397749084,0.253977490839999985
1.054358065382,0.214358065381999973
1.055178639924,0.175178639924000011
1.055919214466,0.13591921446599997
1.056319789008,0.096319789008000005
1.07250463219,0.07250463219
1.112289987271,0.072289987270999999
1.152289987271,0.072289987270999999
1.192289987271,0.072289987270999999
1.232921095515,0.072921095515000005
1.272289987271,0.072289987270999999
1.312289987271,0.072289987270999999
1.352836631223,0.072836631222999992
1.392289987271,0.072289987270999999
1.432289987271,0.072289987270999999
1.472289987271,0.072289987270999999
1.512289987271,0.072289987270999999
1.554755845141,0.074755845141000004
1.592289987271,0.072289987270999999
1.632289987271,0.072289987270999999
1.674063396504,0.074063396503999983
1.712289987271,0.072289987270999999
1.769954644255,0.089954644254999993
1.816341165859,0.096341165858999988
1.861075223122,0.101075223121999984
1.927487932797,0.127487932796999991
1.99196889194,0.15196889193999996
2.09362074246,0.173620742459999976
2.163042282998,0.163042282997999998
2.239127107419,0.15912710741899999
2.265834842644,0.145834842643999984
2.269311972715,0.109311972714999982
2.272333067798,0.072333067798
2.312289987271,0.072289987270999999
2.354153225638,0.074153225638000002
2.39246249792,0.072462497919999979
2.433010661406,0.073010661405999987
2.476591783724,0.076591783723999995
2.512890109077,0.072890109076999998
2.552623564265,0.072623564264999995
2.592919126387,0.072919126386999988
2.632923430095,0.072923430094999991
2.672289987271,0.072289987270999999
2.712570628716,0.072570628715999979
2.753193990064,0.073193990063999985
2.792289987271,0.072289987270999999
2.833017942458,0.073017942458000001
2.872289987271,0.072289987270999999
2.912289987271,0.072289987270999999
2.952558969205,0.072558969204999989
2.992467196226,0.072467196225999979
3.032289987271,0.072289987270999999
3.072350709205,0.072350709205000001
3.112289987271,0.072289987270999999
3.152289987271,0.072289987270999999
3.192522449205,0.072522449205000005
3.232289987271,0.072289987270999999
3.272289987271,0.072289987270999999
3.312289987271,0.072289987270999999
3.353086777971,0.073086777970999993
3.392419695837,0.072419695837000002
3.432289987271,0.072289987270999999
3.473559206703,0.073559206702999979
3.512289987271,0.072289987270999999
3.553091440993,0.073091440992999994
3.592701480171,0.072701480171000004
3.632289987271,0.072289987270999999
3.672289987271,0.072289987270999999
3.712361220171,0.072361220170999995
3.752289987271,0.072289987270999999
3.792289987271,0.072289987270999999
3.832664960171,0.072664960170999992
3.872289987271,0.072289987270999999
3.912289987271,0.072289987270999999
3.952321662524,0.07232166252399999
3.992289987271,0.072289987270999999
4.032289987271,0.072289987270999999
4.072626380212,0.07262638021199999
4.112289987271,0.072289987270999999
4.152289987271,0.072289987270999999
4.1939190979,0.07391909789999998
4.232289987271,0.072289987270999999
4.272289987271,0.072289987270999999
4.312765607345,0.072765607344999982
4.352289987271,0.072289987270999999
4.392289987271,0.072289987270999999
4.433304030726,0.073304030726000002
4.472289987271,0.072289987270999999
4.512289987271,0.072289987270999999
4.553883722368,0.073883722368000003
4.592289987271,0.072289987270999999
4.632289987271,0.072289987270999999
4.674957625864,0.074957625863999982
4.712289987271,0.072289987270999999
4.752289987271,0.072289987270999999
4.792328930642,0.072328930641999993
4.832802730911,0.072802730910999979
4.872289987271,0.072289987270999999
4.914140682417,0.074140682417000003
4.957013697617,0.077013697616999998
4.992289987271,0.072289987270999999
5.033454422453,0.073454422452999989
5.075225437567,0.07522543756699998
5.112289987271,0.072289987270999999
5.153918259241,0.073918259240999983
5.196061522345,0.076061522344999993
5.232289987271,0.072289987270999999
5.273805291409,0.073805291408999995
5.312963363542,0.072963363542000003
5.352289987271,0.072289987270999999
5.392850156781,0.072850156780999985
5.435518718137,0.075518718136999978
5.472289987271,0.072289987270999999
5.512807488051,0.072807488050999985
5.5539275183,0.073927518299999994
5.592289987271,0.072289987270999999
5.634280400411,0.07428040041099998
5.675688419654,0.075688419653999999
5.712289987271,0.072289987270999999
5.753694821607,0.073694821606999999
5.792289987271,0.072289987270999999
5.832289987271,0.072289987270999999
5.873001902205,0.073001902204999996
5.91326653247,0.073266532470000006
5.952289987271,0.072289987270999999
5.992289987271,0.072289987270999999
6.032289987271,0.072289987270999999
6.072289987271,0.072289987270999999
6.112805425793,0.072805425793000005
6.152289987271,0.072289987270999999
6.192289987271,0.072289987270999999
6.232289987271,0.072289987270999999
6.272289987271,0.072289987270999999
6.312289987271,0.072289987270999999
6.352346224597,0.072346224596999991
6.392289987271,0.072289987270999999
6.432572220484,0.072572220483999999
6.472585348783,0.072585348782999991
6.512289987271,0.072289987270999999
6.553703525474,0.073703525473999997
6.592729088783,0.072729088782999995
6.632289987271,0.072289987270999999
6.673403265474,0.073403265474
6.712766191175,0.072766191174999994
6.752289987271,0.072289987270999999
6.793542801182,0.073542801181999989
6.832289987271,0.072289987270999999
6.872289987271,0.072289987270999999
6.913168321901,0.073168321901000004
6.952289987271,0.072289987270999999
6.992289987271,0.072289987270999999
7.033700256351,0.073700256350999998
7.072289987271,0.072289987270999999
7.112289987271,0.072289987270999999
7.152905014711,0.072905014710999998
7.192289987271,0.072289987270999999
7.232289987271,0.072289987270999999
7.272289987271,0.072289987270999999
7.312289987271,0.072289987270999999
7.352289987271,0.072289987270999999
7.392575217099,0.072575217098999999
7.432289987271,0.072289987270999999
7.472289987271,0.072289987270999999
7.512549531103,0.072549531102999997
7.552289987271,0.072289987270999999
7.592289987271,0.072289987270999999
7.632750717922,0.072750717921999996
7.672289987271,0.072289987270999999
7.712289987271,0.072289987270999999
7.754196596916,0.074196596916000001
7.792289987271,0.072289987270999999
7.832289987271,0.072289987270999999
7.873101484924,0.073101484923999981
7.912289987271,0.072289987270999999
7.952289987271,0.072289987270999999
7.992558372932,0.072558372931999986
8.032289987271,0.072289987270999999
8.072289987271,0.072289987270999999
