"Inter Arrival Times Exercise3.receive ($N=100, #0 - Mersenne_Twister_RNG-0-20200515-01:53:44-11932)",,"Inter Arrival Times Exercise3.receive ($N=1000, #0 - Mersenne_Twister_RNG-1-20200515-01:53:44-11932)",,"Inter Arrival Times Exercise3.receive ($N=10000, #0 - Mersenne_Twister_RNG-2-20200515-01:53:44-11932)",
0.795874504566,0.795874504565999837,0.539605826512,0.53960582651199984,0.572691989627,0.572691989626999961
1.69443489305,0.898560388483999881,6.412330687493,5.87272486098100008,0.777359873903,0.204667884275999966
2.950365651097,1.255930758047000045,7.686455925653,1.274125238159999891,0.80362811075,0.026268236846999998
4.809969863172,1.859604212074999808,10.3829337636,2.696477837946999565,3.485146371206,2.68151826045599949
5.733192994643,0.923223131470999988,10.383048151223,0.000114387622998539,4.282904295106,0.797757923899999885
7.684738330527,1.951545335884000025,10.520156731816,0.137108580592999961,7.234248667783,2.951344372677000102
8.471939470509,0.787201139982000028,10.880169479672,0.360012747856000013,7.805748985906,0.571500318122999836
10.350903524712,1.878964054202999715,17.829283767009,6.94911428733700018,8.468850291044,0.663101305137999915
10.901952011382,0.551048486669999835,17.987993364235,0.158709597225999975,9.014211808262,0.545361517217999965
11.878958437775,0.977006426392999834,18.257297321911,0.269303957676000015,9.400663477284,0.386451669022000008
12.917117738439,1.038159300663999746,18.354181194414,0.096883872502999984,9.801640900608,0.400977423323999991
13.402245902161,0.485128163721999959,18.859324205088,0.505143010674000024,9.969381291798,0.167740391190000003
13.977765099044,0.575519196883000013,19.065438839052,0.206114633963999981,10.19835258653,0.228971294732000007
14.330924238182,0.353159139138000009,19.556315996838,0.490877157785999938,11.398541523103,1.200188936572999847
16.554448660218,2.223524422036000196,19.980292475645,0.423976478806999955,12.364208888245,0.965667365142000019
16.612833329311,0.058384669092997998,21.088185821491,1.107893345846000073,12.491986061171,0.127777172925999992
19.927745609239,3.314912279927999515,21.593638353963,0.505452532471999836,12.848167808576,0.356181747404999969
20.246101750081,0.318356140841999922,24.335334369635,2.741696015671999822,13.51209782744,0.663930018864000045
20.729703855029,0.483602104947999931,25.109294139911,0.773959770275999933,13.822471793061,0.310373965620999946
21.37915020328,0.649446348251000003,26.982117806782,1.872823666871000096,14.824150848779,1.001679055717999751
22.948046320903,1.568896117622999845,27.525457185408,0.5433393786259999,15.79472310692,0.970572258140999894
24.620257521228,1.672211200325000028,27.901276378066,0.37581919265800001,17.499718201041,1.704995094120999693
25.372931634541,0.752674113312999934,29.057156088674,1.155879710608000093,18.252917109551,0.753198908509999928
26.026814201762,0.653882567221000019,29.800645779352,0.743489690677999967,19.401852621288,1.148935511736999698
26.866247054662,0.839432852899999912,30.029370185945,0.228724406592999972,19.546392895407,0.144540274119
27.365119063678,0.498872009015999926,30.615373650456,0.586003464510999936,20.236666543766,0.690273648358999955
29.963373149527,2.59825408584899974,32.720070946733,2.104697296277000075,20.957345505084,0.720678961318000017
31.771742413802,1.808369264274999988,32.980886796672,0.260815849938989984,21.841161735507,0.883816230422999944
31.845427769267,0.073685355464998991,33.008656424289,0.027769627617005,22.045041852468,0.203880116961000001
32.25700576551,0.411577996242999953,33.77311467674,0.764458252450999961,23.317130166595,1.27208831412700007
32.348166791634,0.091161026123998983,34.88319499529,1.110080318549999663,24.855807459359,1.538677292763999996
33.392779299942,1.044612508308000005,37.336161475511,2.452966480220999825,25.154884989405,0.299077530046000015
33.413204888341,0.020425588399000001,37.8762525253,0.540091049788999908,27.078864420575,1.9239794311699998
33.872453025596,0.459248137255000019,38.487275736308,0.61102321100799983,27.868979249978,0.790114829403000037
35.659940689035,1.787487663438999776,39.305283047688,0.818007311379999931,28.550666033282,0.681686783303999896
38.810110617711,3.150169928676000087,39.86862827903,0.563345231341999983,29.073746158509,0.523080125226999868
40.315894876348,1.505784258637000045,40.019901196702,0.151272917671999961,30.948201545229,1.874455386719999775
40.467125730013,0.151230853665009989,42.818879807985,2.79897861128300017,31.142981940565,0.194780395336
42.507439987955,2.040314257941999712,43.03965302487,0.220773216885000011,31.225978266071,0.082996325505999002
44.548332203867,2.040892215911999753,44.546485773863,1.506832748992999785,34.720357546397,3.494379280326000077
48.393554073009,3.845221869141999687,46.159653465122,1.613167691259000051,35.424052335602,0.703694789204999834
49.035263245687,0.641709172677999981,47.418330676297,1.25867721117499975,35.776476839588,0.352424503986000002
50.640502802749,1.605239557061999715,50.868557763583,3.45022708728599968,35.843992057242,0.067515217653997982
52.254504877642,1.614002074892999952,52.491879122762,1.62332135917899966,36.183485200066,0.339493142824000003
52.873434337269,0.618929459626999853,52.867917745177,0.376038622414999966,36.742315376197,0.558830176130999942
53.608398758459,0.734964421189999937,52.965310984302,0.097393239125004998,36.865832307292,0.123516931095000003
55.124934732449,1.516535973989999946,54.144014486846,1.1787035025439998,36.967345700983,0.101513393690989994
56.260873674159,1.135938941710000088,54.874142191981,0.730127705134999912,37.167905003793,0.200559302810009997
56.386748083597,0.125874409437999989,56.96475911494,2.090616922958999691,37.30390798742,0.136002983626989981
57.661975785821,1.275227702223999942,58.967389592016,2.002630477075999945,37.985699425039,0.681791437618999959
58.68340766017,1.021431874349000064,61.21744546123,2.250055869214000016,38.893886351679,0.90818692664
59.555728855212,0.872321195042000005,62.984396679822,1.766951218591999762,39.728056068596,0.834169716916999923
59.710458535712,0.154729680499999965,63.073276208413,0.088879528591000983,39.984254982045,0.25619891344899992
60.481293194179,0.770834658466999831,64.842902619035,1.769626410622000093,40.235071891869,0.250816909823999955
63.375713672166,2.894420477986999512,64.88274049819,0.039837879155001989,40.348179768359,0.11310787648999998
64.79707835226,1.421364680093999845,65.201638046672,0.318897548482000025,41.80700687246,1.458827104100999687
65.534905644016,0.737827291755990041,65.38776333563,0.186125288958000011,42.055860880966,0.248854008505999978
65.646851804649,0.111946160633009993,65.448833953793,0.061070618163000994,42.916972544461,0.861111663495000008
66.182417524877,0.53556572022798998,67.553736938423,2.104902984629999796,43.347488243002,0.430515698541000022
66.824112226908,0.641694702030999984,68.664000969357,1.110264030933999719,43.531198741249,0.183710498246999975
67.131392579061,0.307280352152999979,68.767526321513,0.103525352156000005,44.161911146564,0.630712405314999944
67.337595861091,0.206203282029999989,69.666629402925,0.89910308141199002,44.61994093954,0.458029792975999992
68.825850686843,1.488254825752000068,70.213268095012,0.546638692086999886,44.845265902108,0.225324962567999997
70.161140871467,1.335290184623999726,71.326955722779,1.113687627766999806,45.477644626343,0.632378724234999853
70.77022329465,0.609082423182999873,74.494414645232,3.167458922453000077,46.500426308114,1.022781681770999813
71.014271785387,0.244048490736999966,75.025082291293,0.530667646061000029,47.56251242054,1.062086112425999923
71.854606490999,0.840334705612009844,75.786862313848,0.761780022554999988,48.222359905197,0.659847484656999936
71.999884518291,0.145278027291989962,76.006949158564,0.220086844715989991,49.797830026007,1.575470120809999921
72.018853087492,0.018968569201007,77.184205749483,1.177256590918999806,50.501505872845,0.703675846837999993
72.410623898169,0.391770810676989931,77.526174565956,0.341968816472999924,51.589361607795,1.08785573494999976
73.372004837235,0.961380939065999969,77.905264040361,0.37908947440500995,52.078576844655,0.48921523686000001
73.534141326681,0.162136489446000008,78.058555244718,0.153291204356990006,53.027984161507,0.949407316851999856
74.481138003856,0.94699667717501001,79.218514113039,1.159958868321000031,54.60610487997,1.578120718462999945
74.732579935931,0.251441932074999984,80.747822271727,1.529308158687999957,59.300324547437,4.69421966746699934
75.692127913299,0.959547977368000012,82.547366000726,1.799543728998999718,60.167835074422,0.86751052698499986
76.180684962607,0.488557049307999922,83.079311155181,0.53194515445500001,60.295083161807,0.127248087384999985
79.058599983885,2.877915021277999572,83.09776873318,0.018457577999000995,60.472176732227,0.177093570420000011
81.387513358099,2.32891337421399934,83.132537533242,0.034768800061996993,60.633008591938,0.160831859711000001
82.532652312799,1.145138954699999706,84.519409310599,1.386871777356999838,61.839492357814,1.206483765875999921
83.130398389617,0.597746076817999846,85.497655192192,0.978245881592999963,63.751936040212,1.912443682397999993
83.575916884668,0.445518495050999939,89.994965860545,4.49731066835300018,67.091598598321,3.339662558108999575
84.525411468165,0.949494583496999885,91.075647050557,1.080681190011999689,67.803981361671,0.712382763349989953
85.099943874906,0.574532406741000031,92.4546308117,1.378983761143000025,68.497145270321,0.69316390865000987
87.4262949366,2.326351061693999955,92.809158489073,0.354527677372999948,68.74211263792,0.244967367599000006
88.622402736057,1.196107799456999738,93.138279402135,0.329120913061999974,70.945033942802,2.202921304881999541
88.726963961832,0.104561225774999988,93.729112804841,0.590833402706000041,75.945663251609,5.0006293088069995
88.789079252298,0.062115290465996994,95.286334676469,1.557221871627999735,76.363626623205,0.41796337159598995
92.289292936753,3.500213684454999795,95.537523532001,0.251188855532009979,76.742397437285,0.378770814080000015
93.388205404304,1.098912467551000023,95.646474945093,0.108951413091999987,77.579747901787,0.837350464502010001
94.447039535792,1.058834131488000091,95.722669588152,0.076194643058996979,77.879142527225,0.299394625437999994
95.557636981479,1.110597445687000023,96.316683949136,0.59401436098398985,78.436965360905,0.557822833679989969
95.745063047497,0.187426066018009983,96.950126507026,0.633442557890010024,80.093365355955,1.656399995049999678
95.98126975358,0.236206706082999982,99.34258712355,2.39246061652399965,80.667392195014,0.57402683905899998
96.424673782201,0.443404028620999922,99.44370361224,0.101116488690000005,81.103845578421,0.436453383407000015
96.562702470629,0.138028688427989986,99.791297263754,0.347593651514000011,82.602454301825,1.498608723403999746
97.95174516042,1.389042689790999756,102.128165063672,2.336867799918000077,83.23327006682,0.630815764995009906
