"Inter Arrival Times Exercise3.receive ($N=100, #0 - Linear_Congruential_RNG-0-20200515-01:53:18-7320)",,"Inter Arrival Times Exercise3.receive ($N=1000, #0 - Linear_Congruential_RNG-1-20200515-01:53:18-7320)",,"Inter Arrival Times Exercise3.receive ($N=10000, #0 - Linear_Congruential_RNG-2-20200515-01:53:19-7320)",
0.0000078264,0.0000078264,0.630956479333,0.630956479333000028,1.890924433326,1.89092443332600001
0.141039030311,0.141031203910999991,0.969528238502,0.338571759168999951,2.222516026738,0.331591593411999951
1.550009858808,1.408970828496999943,1.165941868501,0.196413629998999971,2.529940702517,0.30742467577900001
2.163699361726,0.613689502917999838,1.332846846287,0.166904977785999996,2.716223222541,0.186282520023999974
2.92462708625,0.760927724524000034,2.180672738009,0.847825891721999844,3.478789189174,0.762565966633000021
3.171754958535,0.247127872284999993,3.802212214911,1.621539476901999946,3.554789106956,0.075999917781999992
3.219942151553,0.048187193017999993,3.835824588795,0.033612373883999999,10.227990999069,6.673201892112999165
4.355834953408,1.13589280185499985,4.600360024223,0.764535435427999841,11.614969171198,1.386978172128999981
5.49307291851,1.137237965101999922,5.290472053604,0.690112029380999911,11.745329342643,0.130360171445000005
8.221727376024,2.7286544575139997,8.399614038852,3.109141985247999767,11.925173464383,0.179844121739999972
8.705427702221,0.483700326196999983,9.779102218304,1.379488179451999745,12.478744791673,0.553571327290000023
9.438181724374,0.732754022153000003,10.587848479643,0.808746261338999959,13.962442298873,1.483697507200000035
11.215833256862,1.777651532488,12.801850344157,2.214001864513999596,14.202691057249,0.240248758375999959
11.251017124001,0.035183867139000998,13.782277788155,0.980427443997999856,14.771725602231,0.569034544982000009
11.305960899658,0.054943775656999996,15.627688777658,1.845410989502999745,14.805362274011,0.033636671780000001
12.060345800778,0.754384901119999892,15.801765444226,0.17407666656799997,17.454975785216,2.649613511204999652
13.172497487054,1.112151686275999913,16.04097678745,0.239211343224000004,17.567073494161,0.112097708944999984
13.180225457254,0.0077279701999995,17.295225746461,1.25424895901099997,17.876710540453,0.30963704629199995
13.663785603453,0.483560146199000005,17.43497904003,0.139753293568999958,18.534584629129,0.657874088675999943
13.732966604263,0.069181000810000003,17.530378594147,0.095399554116997991,20.108560044323,1.573975415193999965
14.273368619911,0.540402015647999831,17.851394307528,0.321015713380999988,20.4063254213,0.297765376977000005
15.434194813284,1.160826193372999968,17.854398416304,0.003004108776000399,20.647016759684,0.240691338383999974
16.323300049353,0.889105236068999934,18.389334480293,0.534936063988999953,20.978949596338,0.331932836653999973
18.988815248054,2.66551519870099972,18.416578543143,0.027244062850001998,21.457998172839,0.479048576500999965
20.860702216859,1.871886968804999707,19.653830998999,1.23725245585599985,21.691347770816,0.233349597977
21.609211542757,0.748509325898000007,22.432796801855,2.778965802855999802,24.329792263332,2.638444492516000202
21.705683777319,0.096472234561999991,22.707116292309,0.274319490453999946,25.773985173816,1.444192910483999887
22.766766095658,1.061082318338999904,22.906660400056,0.199544107746999987,26.732565356463,0.958580182646999953
23.30461929053,0.537853194872000005,23.288711082656,0.382050682599999967,27.59023983562,0.8576744791569999
24.512568638988,1.207949348457999945,25.468995910464,2.18028482780799936,28.030815370088,0.440575534468000016
26.924085399842,2.411516760854000007,26.524717361732,1.055721451267999985,30.415129043298,2.384313673209999417
28.360402451056,1.436317051213999987,26.687630556673,0.162913194940999982,30.635651687179,0.220522643881000012
28.664827906451,0.304425455394999987,27.831280631844,1.143650075170999697,30.756810440526,0.121158753346999991
28.713455823177,0.048627916726002001,28.318739242727,0.487458610883000018,32.322903879471,1.566093438944999853
30.045572216008,1.332116392830999801,28.809313544325,0.49057430159799997,33.520770584901,1.19786670543000006
30.443417766014,0.397845550005999969,29.501942923941,0.692629379615999903,33.539190395798,0.018419810897000995
31.444826852924,1.001409086909999853,29.661563708075,0.159620784133999992,34.917393471868,1.378203076069999693
32.857097642773,1.412270789848999891,30.546323368308,0.884759660232999896,35.039029451269,0.121635979401009979
37.571790944251,4.71469330147800035,32.414374376166,1.868051007857999926,37.292478568579,2.253449117309999741
38.026454706343,0.454663762091999988,33.306237433062,0.891863056895999978,38.355614006435,1.063135437855999838
38.310196399762,0.283741693419000017,36.41645677507,3.110219342007999532,38.780094587686,0.424480581250999964
42.358628432179,4.04843203241699888,37.228716686805,0.812259911735000003,39.262029894103,0.481935306416999995
43.641140965907,1.282512533727999663,37.389063344633,0.160346657828000004,39.504164085976,0.242134191873000003
45.040949574428,1.39980860852099997,41.481715165391,4.092651820758000255,39.906571262182,0.40240717620599997
46.095119923781,1.05417034935299991,42.007259739428,0.525544574036999942,39.924516429305,0.017945167123003001
46.17058284125,0.075462917469003992,42.16020088439,0.152941144962000007,42.38221439608,2.457697966775000065
47.169263060523,0.998680219272999988,42.992377241458,0.832176357067999857,43.921519853625,1.539305457544999803
49.329542740464,2.160279679940999556,43.282898549434,0.290521307975999952,44.421489520559,0.49996966693400002
49.647972676166,0.318429935701999954,43.953334687859,0.670436138424999936,45.730761481529,1.309271960969999865
50.221403412466,0.573430736299999963,44.577012763842,0.623678075982999843,47.511883776512,1.781122294982999671
