run,time,repetition,Module,Name,
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.AP.wlan[0].mac.dcf,packetDrop:count,20445
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.AP.wlan[0].mac,packetDrop:count,20897
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.FTPUploadStudent.wlan[0].mac.dcf,packetDrop:count,3415929
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.FTPUploadStudent.wlan[0].mac,packetDrop:count,3417146
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.Student.wlan[0].mac.dcf,packetDrop:count,3216302
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.Student.wlan[0].mac,packetDrop:count,3217132
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.Client[0].wlan[0].mac.dcf,packetDrop:count,2601094
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.Client[0].wlan[0].mac,packetDrop:count,2602002
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.Client[1].wlan[0].mac.dcf,packetDrop:count,2618266
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.Client[1].wlan[0].mac,packetDrop:count,2619209
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.Client[2].wlan[0].mac.dcf,packetDrop:count,2620311
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.Client[2].wlan[0].mac,packetDrop:count,2621226
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.Client[3].wlan[0].mac.dcf,packetDrop:count,2607704
VC_with_HTTP_Only-0-20200817-09:22:45-22286,2000,0,FinalTask.Client[3].wlan[0].mac,packetDrop:count,2608646
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.AP.wlan[0].mac.dcf,packetDrop:count,20645
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.AP.wlan[0].mac,packetDrop:count,20939
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.FTPUploadStudent.wlan[0].mac.dcf,packetDrop:count,3399526
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.FTPUploadStudent.wlan[0].mac,packetDrop:count,3400542
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.Student.wlan[0].mac.dcf,packetDrop:count,3200385
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.Student.wlan[0].mac,packetDrop:count,3200702
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.Client[0].wlan[0].mac.dcf,packetDrop:count,2606833
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.Client[0].wlan[0].mac,packetDrop:count,2607746
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.Client[1].wlan[0].mac.dcf,packetDrop:count,2625726
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.Client[1].wlan[0].mac,packetDrop:count,2626646
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.Client[2].wlan[0].mac.dcf,packetDrop:count,2592845
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.Client[2].wlan[0].mac,packetDrop:count,2593803
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.Client[3].wlan[0].mac.dcf,packetDrop:count,2571871
VC_with_HTTP_Only-10-20200817-09:22:45-22288,2000,10,FinalTask.Client[3].wlan[0].mac,packetDrop:count,2572799
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.AP.wlan[0].mac.dcf,packetDrop:count,20994
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.AP.wlan[0].mac,packetDrop:count,21470
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.FTPUploadStudent.wlan[0].mac.dcf,packetDrop:count,3353744
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.FTPUploadStudent.wlan[0].mac,packetDrop:count,3354973
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.Student.wlan[0].mac.dcf,packetDrop:count,3154111
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.Student.wlan[0].mac,packetDrop:count,3154917
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.Client[0].wlan[0].mac.dcf,packetDrop:count,2553118
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.Client[0].wlan[0].mac,packetDrop:count,2554024
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.Client[1].wlan[0].mac.dcf,packetDrop:count,2552462
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.Client[1].wlan[0].mac,packetDrop:count,2553379
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.Client[2].wlan[0].mac.dcf,packetDrop:count,2588868
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.Client[2].wlan[0].mac,packetDrop:count,2589767
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.Client[3].wlan[0].mac.dcf,packetDrop:count,2566486
VC_with_HTTP_Only-11-20200817-09:41:12-22288,2000,11,FinalTask.Client[3].wlan[0].mac,packetDrop:count,2567394
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.AP.wlan[0].mac.dcf,packetDrop:count,20574
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.AP.wlan[0].mac,packetDrop:count,21038
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.FTPUploadStudent.wlan[0].mac.dcf,packetDrop:count,3363725
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.FTPUploadStudent.wlan[0].mac,packetDrop:count,3364833
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.Student.wlan[0].mac.dcf,packetDrop:count,3164074
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.Student.wlan[0].mac,packetDrop:count,3164838
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.Client[0].wlan[0].mac.dcf,packetDrop:count,2597744
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.Client[0].wlan[0].mac,packetDrop:count,2598679
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.Client[1].wlan[0].mac.dcf,packetDrop:count,2574587
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.Client[1].wlan[0].mac,packetDrop:count,2575417
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.Client[2].wlan[0].mac.dcf,packetDrop:count,2564758
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.Client[2].wlan[0].mac,packetDrop:count,2565699
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.Client[3].wlan[0].mac.dcf,packetDrop:count,2553316
VC_with_HTTP_Only-12-20200817-09:59:55-22288,2000,12,FinalTask.Client[3].wlan[0].mac,packetDrop:count,2554275
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.AP.wlan[0].mac.dcf,packetDrop:count,21128
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.AP.wlan[0].mac,packetDrop:count,21574
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.FTPUploadStudent.wlan[0].mac.dcf,packetDrop:count,3350138
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.FTPUploadStudent.wlan[0].mac,packetDrop:count,3351172
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.Student.wlan[0].mac.dcf,packetDrop:count,3150433
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.Student.wlan[0].mac,packetDrop:count,3151215
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.Client[0].wlan[0].mac.dcf,packetDrop:count,2561285
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.Client[0].wlan[0].mac,packetDrop:count,2562148
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.Client[1].wlan[0].mac.dcf,packetDrop:count,2586990
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.Client[1].wlan[0].mac,packetDrop:count,2587841
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.Client[2].wlan[0].mac.dcf,packetDrop:count,2552965
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.Client[2].wlan[0].mac,packetDrop:count,2553832
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.Client[3].wlan[0].mac.dcf,packetDrop:count,2548422
VC_with_HTTP_Only-13-20200817-10:18:44-22288,2000,13,FinalTask.Client[3].wlan[0].mac,packetDrop:count,2549271
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.AP.wlan[0].mac.dcf,packetDrop:count,19486
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.AP.wlan[0].mac,packetDrop:count,19948
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.FTPUploadStudent.wlan[0].mac.dcf,packetDrop:count,3437307
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.FTPUploadStudent.wlan[0].mac,packetDrop:count,3438547
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.Student.wlan[0].mac.dcf,packetDrop:count,3237683
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.Student.wlan[0].mac,packetDrop:count,3238526
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.Client[0].wlan[0].mac.dcf,packetDrop:count,2617918
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.Client[0].wlan[0].mac,packetDrop:count,2618845
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.Client[1].wlan[0].mac.dcf,packetDrop:count,2650252
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.Client[1].wlan[0].mac,packetDrop:count,2651138
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.Client[2].wlan[0].mac.dcf,packetDrop:count,2621892
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.Client[2].wlan[0].mac,packetDrop:count,2622807
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.Client[3].wlan[0].mac.dcf,packetDrop:count,2621556
VC_with_HTTP_Only-14-20200817-10:37:12-22288,2000,14,FinalTask.Client[3].wlan[0].mac,packetDrop:count,2622502
VC_with_HTTP_Only-15-20200817-09:22:45-22289,2000,15,FinalTask.AP.wlan[0].mac.dcf,packetDrop:count,21669
VC_with_HTTP_Only-15-20200817-09:22:45-22289,2000,15,FinalTask.AP.wlan[0].mac,packetDrop:count,22167
